utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
How do I access articles that talk about Ai integration within classrooms that are reliable and credible,tran_raw_2025,databases,missing,medium,FALSE,"Asks how to access credible articles on a topic, implying database/resource search."
Finding Epidemiological Studies,tran_raw_2025,databases,missing,medium,TRUE,Short query likely seeks resources or databases for epidemiological studies.
How do I access the weslaw and nexus uni for my business law class?,tran_raw_2025,databases,missing,high,FALSE,Asks how to access Westlaw and Nexis Uni databases.
I am trying to find how and where companies market their products and what channels they use. Is there a good library resource for that?,tran_raw_2025,databases,missing,high,FALSE,Asks for a good library resource for company marketing research.
Do we have access to CAS biofinder or an equivalent tool?https://www.biofinder.cas.org,tran_raw_2025,databases,missing,high,FALSE,Asks whether library has access to CAS BioFinder or equivalent database.
how do I find West Law?,tran_raw_2025,databases,missing,high,FALSE,Asks how to find Westlaw database.
Hi I am looking for specific information on statista and looking for some advice on how to search properly.,tran_raw_2025,databases,missing,high,FALSE,Asks for help searching within Statista database.
I am looking for academic scholarly resources on AI and ransomware. Where should I look for that?,tran_raw_2025,databases,missing,medium,FALSE,Asks where to look for scholarly resources on a topic.
Don't I have free access to statista?,tran_raw_2025,databases,missing,high,FALSE,Asks whether library provides access to Statista database.
Hello! Do we no longer have access to Ancestry through the library?,tran_raw_2025,databases,missing,high,FALSE,Asks whether library still has access to Ancestry database.
"I don't see it on the list, but is there a university office that subscribes to Candid?",tran_raw_2025,databases,missing,high,FALSE,Asks whether the university subscribes to Candid.
which sources can i use to search for scholarly law articles?,tran_raw_2025,databases,missing,high,FALSE,Asks which sources/databases to use for scholarly law articles.
Google scholar,tran_raw_2025,databases,missing,low,TRUE,Very short query naming a research search tool; intent unclear.
Do we have access to Scopus at Miami (for lit. review)?,tran_raw_2025,databases,missing,high,FALSE,Asks whether Miami has access to Scopus database.
how to I select for a peer review,tran_raw_2025,databases,missing,medium,TRUE,Likely asking how to limit database results to peer-reviewed sources.
"We used to have a subscription to an online resource called ""The Business of Fashion"" Is this something we can obtain through the library like we have with ""Fashion Snoops""",tran_raw_2025,databases,missing,high,FALSE,Asks about access/subscription to an online resource.
Hi. Can you tell me where to find the Google Scholar link at the University site? It seems to have moved.,tran_raw_2025,databases,missing,high,FALSE,Asks where to find Google Scholar link.
Once again: what is going on with The Encyclopaedia of Islam?,tran_raw_2025,databases,missing,medium,TRUE,Asks about status/access for a named reference database.
Hello-I see the libraries has a new homepage. There used to be an option to access google scholar. I do not see that anymore. Is there a link in a new location?,tran_raw_2025,databases,missing,medium,FALSE,Asks where to access Google Scholar from library site.
Where did Google Scholar go? I really don't want to go through multiple screens for a critical search I use everyday.,tran_raw_2025,databases,missing,medium,TRUE,Asks where Google Scholar search link is available.
Where did google scholar go in the new library set up? I don't want to look so hard for that valuable search engine I use everyday,tran_raw_2025,databases,missing,medium,TRUE,Asks where Google Scholar is in library setup.
size of luggage industry,tran_raw_2025,databases,missing,low,TRUE,"Likely seeking market or industry data, but very terse."
Looking for worldwide political science abstracts or something comparable in MU collection. THANKS!,tran_raw_2025,databases,missing,high,FALSE,Asks for a specific database or comparable option.
Does King Library have Dissertations Abstracts online?,tran_raw_2025,databases,missing,high,FALSE,Asks whether an online abstracts database is available.
Where's the link to Google Scholar?,tran_raw_2025,databases,missing,medium,FALSE,"Asks for link to Google Scholar, a research search tool."
"I lost the chat. I can't fi nd data bases on the new system, but I'll look more.",tran_raw_2025,databases,missing,high,FALSE,Cannot find databases on the new system.
"Hi! I am supposed to be doing a consumer analysis on Levis Jeans, finding the demographics, psychographics, etc. I have no idea where to start, but I'm supposed to be on this page",tran_raw_2025,databases,missing,medium,FALSE,"Needs starting point for consumer analysis data, likely database recommendation."
Is it possible to get full access to Scopus so that I can run a citation report on myself?,tran_raw_2025,databases,missing,high,FALSE,"Asks about full access to Scopus, a library database."
are there any library resources that can give me current technology news?,tran_raw_2025,databases,missing,medium,FALSE,Seeks library resources for current technology news.
Is there an e-journals tab within the data base?,tran_raw_2025,databases,missing,medium,TRUE,Asks about e-journals tab within database interface.
"I have heard that Miami has access to Capital IQ - could you let me know where/how that access is available, assuming what I heard is true? Thank you! Theresa",tran_raw_2025,databases,missing,high,FALSE,Asks whether Miami has access to Capital IQ and where to access it.
I want to find a pediatric nursing article but having a difficult time figuring out this website right now,tran_raw_2025,databases,missing,medium,FALSE,Needs help finding subject articles using library website.
